104Rb,-1,0.001,102Sr,0.072,94.500,102Y,0.30,4.000,101Zr,2.3,100.000,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,103Y,0.236,8.100,102Zr,2.9,100.000,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,0.001,103Sr,0.053,-1.000,102Y,0.30,4.000,101Zr,2.3,100.000,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,0.001,102Sr,0.072,5.500,101Y,0.432,1.980,100Zr,7.1,100.000,100Nb,1.5,100.000,100Mo,2.30E+26,,,,,,,,,
104Rb,-1,99.998,104Sr,0.053,0.001,102Y,0.30,4.000,101Zr,2.3,100.000,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,0.001,103Sr,0.053,-1.000,101Y,0.432,1.980,100Zr,7.1,100.000,100Nb,1.5,100.000,100Mo,2.30E+26,,,,,,,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,-1.000,102Zr,2.9,100.000,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,66.000,104Zr,0.920,1.000,103Nb,1.36,99.999,103Mo,67.5,100.000,103Tc,54.2,100.000,103Ru,3390940.8,100.000,103Rh,STABLE
104Rb,-1,0.001,103Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,0.001,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,0.001,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,34.000,103Zr,1.380,0.001,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,66.000,104Zr,0.920,0.001,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,0.001,103Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,0.001,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,0.001,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,34.000,103Zr,1.380,0.001,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,66.000,104Zr,0.920,98.999,104Nb,4.9,0.060,103Mo,67.5,100.000,103Tc,54.2,100.000,103Ru,3390940.8,100.000,103Rh,STABLE
104Rb,-1,0.001,103Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,99.998,103Nb,1.36,0.001,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,99.998,103Nb,1.36,0.001,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,34.000,103Zr,1.380,99.998,103Nb,1.36,0.001,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,66.000,104Zr,0.920,1.000,103Nb,1.36,0.001,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
